id,text,source,reposts_count,comments_count,attitudes_count,isLongText,pic_ids,geo,id,screen_name,verified,verified_reason,verified_type,description,gender,followers_count,follow_count,mbtype,urank,mbrank,statuses_count
3967194582239115,"今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687 重谢 <a data-url=""http://t.cn/z8Adinu"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3967194582239115&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F100101B2094656D16BABFA409B"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">衡水·绿岛假日广场</a> ​",小米手机4c,0,0,0,False,[u'7c83be61jw1f35v20f8q1j20qv0zkgnf'],"{u'type': u'Point', u'coordinates': [37.73635, 115.67172]}",2089008737,China衡水人,False,None,-1,一汪清泓映荷花 一片芦苇藏鱼虾 一叶扁舟渡渔家 一群苍鹭惊湖鸭,m,28,289,0,7,0,18
3949423093922920,今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687请 你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你 必有重谢  10万元 ​,OPPO R7s,0,0,0,False,[],None,5824126749,蓝色港湾5824126749,False,None,-1,,f,34,361,0,14,0,340
3959221823084788,"寻人启事 13930886687 帮忙扩散，今天上午一个三岁多小女孩在三中附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687 必有重谢  10万元 <a data-url=""http://t.cn/z8SU6jU"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3959221823084788&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F100101B2094656D064ABF84992"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">唐山·丰润区第三中学</a> ​",小米手机4,0,0,1,False,[],"{u'type': u'Point', u'coordinates': [39.84478, 118.13729]}",2086411461,诺坎普-涵仔,False,None,-1,神马真的都是浮云吗,m,31,89,0,13,0,148
3967061992878315,急找孩子，求转  实验小学 寻人启事 13930886687 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰1393088668必有重谢 ​,乐1s,0,0,0,False,[],None,5341638692,妄图小梦,False,None,-1,我是个好姑娘，你知道就好！,f,104,418,0,24,0,1507
3947257898083254,"急找孩子，求转  实验小学 寻人启事  帮忙扩散，今天上午一个三岁多小女孩在三中附近被人拐走了，小女孩 从监控上看是被一个四十多岁男人抱走了现大人 有知情者请告之 万分感谢 联系人 张静杰13930886687 你伸出手指按3秒 看到就转转吧 我们都会有孩子 11:56:04  必有重谢 <a data-url=""http://t.cn/RyhCXsk"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3947257898083254&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008643048100000005"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">耒阳·烈士公园</a> ​",三星GALAXY A,1,0,0,False,[],"{u'type': u'Point', u'coordinates': [26.41211, 112.84668]}",5757064758,用户李波lj,False,None,-1,,m,91,10,0,4,0,35
3967024185108531,急找孩子  实验小学 寻人 13930886687 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之，万分感谢 联系人 张静杰13930886687 看到就转转吧 我们都会有孩子 谢谢你 必有重谢 10万元 ​,小米Note,0,0,0,False,[],None,2565838363,无忧花开613,False,None,-1,志同道合,f,157,379,0,18,0,214
3953758499015254,💦 急找孩子，求转   寻人启事 13930886687 帮忙扩散，今天上午一个三岁多小女孩在三中附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687谢谢你 必有重谢  10万元 ​,OPPO智能手机,0,0,0,False,[],None,5564022613,维尔普林斯,False,None,-1,就那样吧,f,30,93,0,13,0,20
3946538554135055,"帮转：江西丰城市 寻人启事 13930886687 帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687 <a data-url=""http://t.cn/R2dyM1p"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3946538554135055&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008636098123000000"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">丰城·丽村镇</a> ​",三星GALAXY Note 4,0,0,0,False,[],"{u'type': u'Point', u'coordinates': [27.97348, 115.71791]}",5174737325,丰城张酒仙,False,None,-1,一生低首拜阳明,m,49,142,0,10,0,517
3953047774087129,".. 急找孩子，求转   寻人启事 13930886687 帮忙扩散，今天上午一个三岁多小女孩在三中附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687 <a data-url=""http://t.cn/RyhT1Aw"" target=""_blank"" href=""http://weibo.cn/sinaurl?luicode=20000061&lfid=3953047774087129&featurecode=20000180&u=http%3A%2F%2Fweibo.com%2Fp%2F1001018008653012702000000"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">昆明·杨林镇</a> ​",小米手机,0,0,0,False,[],"{u'type': u'Point', u'coordinates': [25.23304, 103.00374]}",5528748264,咿呀咿呀哟哟哟咿呀,False,None,-1,要遇见，不要预见,f,8,57,0,9,0,874
3942865979802531,寻人启事，今天上午一个三岁多小女孩在西安锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张静杰13930886687 看到就转转吧 谢谢你必有重谢 ​,荣耀7i 翻转吧视界,0,0,1,False,[],None,2322389675,篠篠0-0,False,None,-1,,f,36,94,0,11,0,163
